// this is the output of the verilog modules , changes of all signals with clock ,
// this will be then drawn on the gui , 
//the file should be named output.txt , and then recompile the modules with the new name






                   0,zzzzzzzz,z,z,z,z,z,1,1,1,1,1,0,1
                 100,zzzzzzzz,z,z,z,z,z,1,1,1,1,1,1,1
                 200,zzzzzzzz,z,z,z,z,z,1,1,1,1,1,0,1
                 300,zzzzzzzz,z,z,z,z,z,1,1,1,1,1,1,1
                 400,zzzzzzzz,z,z,z,z,z,1,1,0,0,1,0,1
                 500,zzzzzzzz,z,z,z,z,z,1,1,0,0,1,1,1
                 600,zzzzzzzz,z,z,z,z,z,1,1,0,0,1,0,0
                 700,zzzzzzzz,z,z,z,z,z,1,1,0,0,1,1,0
                 800,00000002,7,z,z,z,0,1,1,0,0,1,0,0
                 900,00000002,7,z,z,z,0,1,1,0,0,1,1,0
                1000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                1100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                1200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                1300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                1400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                1500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                1600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                1700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                1800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                1900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                2000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                2100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                2200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                2300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                2400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                2500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                2600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                2700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                2800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                2900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                3000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                3100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                3200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                3300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                3400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                3500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                3600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                3700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                3800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                3900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                4000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                4100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                4200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                4300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                4400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                4500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                4600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                4700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                4800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                4900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                5000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                5100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                5200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                5300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                5400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                5500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                5600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                5700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                5800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                5900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                6000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                6100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                6200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                6300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                6400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                6500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                6600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                6700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                6800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                6900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                7000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                7100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                7200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                7300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                7400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                7500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                7600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                7700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                7800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                7900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                8000,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                8100,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                8200,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                8300,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                8400,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                8500,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                8600,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                8700,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
                8800,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,0,0
                8900,aaaaaaaa,f,0,0,0,0,1,1,0,0,1,1,0
